,Club,ClubLeagueLevel,ClubLeagueNationality,Player,PlayerAge,PlayerPosition,PlayerPositionScut,PlayerNationality,Operation,Bought/Sold,PlayerMarketValue,ClubAssigned,ClubAssignedLeagueLevel,ClubAssignedLeagueNationality,TransferValue
11389,FC Admira Wacker Mödling,1.liga,Austria,Markus Lackner,29,Środkowy obrońca,ŚOB,Austria,koniec wypżyczenia26 lip 2020,Odejścia,250 tys. €,SK Sturm Graz,1.liga,Austria,koniec wypżyczenia26 lip 2020
11390,SKN St. Pölten,1.liga,Austria,Reza Asadi,24,Defensywny pomocnik,DPM,Iran,bez odstępnego,Nabytki,250 tys. €,Tractor FC,1.liga,Iran,bez odstępnego
11391,SKN St. Pölten,1.liga,Austria,Dor Hugi,25,Lewy napastnik,LNP,Izrael,bez odstępnego,Nabytki,600 tys. €,Maccabi Petah Tikva,1.liga,Izrael,bez odstępnego
11392,SKN St. Pölten,1.liga,Austria,Armin Gremsl,25,Bramkarz,BRK,Austria,bez odstępnego,Nabytki,150 tys. €,Doxa Katokopias,1.liga,Cypr,bez odstępnego
11393,SKN St. Pölten,1.liga,Austria,Michael Blauensteiner,25,Prawy obrońca,POB,Austria,bez odstępnego,Nabytki,300 tys. €,Young Violets Austria Wien,2.liga,Austria,bez odstępnego
11394,SKN St. Pölten,1.liga,Austria,Lukas Grozurek,28,Lewy napastnik,LNP,Austria,bez odstępnego,Nabytki,200 tys. €,SK Sturm Graz,1.liga,Austria,bez odstępnego
11395,SKN St. Pölten,1.liga,Austria,Michael Steinwender,20,Środkowy obrońca,ŚOB,Austria,bez odstępnego,Nabytki,250 tys. €,SV Mattersburg,,,bez odstępnego
11396,SKN St. Pölten,1.liga,Austria,Manuel Maranda,23,Środkowy obrońca,ŚOB,Austria,bez odstępnego,Nabytki,300 tys. €,FC Carl Zeiss Jena,4.liga,Niemcy,bez odstępnego
11397,SKN St. Pölten,1.liga,Austria,Martin Majnovics,19,Lewy obrońca,LOB,Węgry,bez odstępnego,Nabytki,100 tys. €,SV Mattersburg II,,,bez odstępnego
11398,SKN St. Pölten,1.liga,Austria,Christoph Halper,22,Ofensywny pomocnik,OPM,Austria,bez odstępnego,Nabytki,175 tys. €,SV Mattersburg,,,bez odstępnego
11399,SKN St. Pölten,1.liga,Austria,Emilian Metu,17,Środkowy pomocnik,ŚPM,Austria,?,Nabytki,150 tys. €,AKA St. Pölten U18,ieżowa,Austria,?
11400,SKN St. Pölten,1.liga,Austria,Lukas Tursch,24,Defensywny pomocnik,DPM,Austria,?,Nabytki,175 tys. €,FC Blau-Weiss Linz,2.liga,Austria,?
11401,SKN St. Pölten,1.liga,Austria,Pirmin Strasser,30,Bramkarz,BRK,Austria,?,Nabytki,75 tys. €,WSC Hertha Wels,3.liga,Austria,?
11402,SKN St. Pölten,1.liga,Austria,Peter Pokorny,19,Defensywny pomocnik,DPM,Słowacja,wypożyczenie,Nabytki,"1,00 mln €",Red Bull Salzburg,1.liga,Austria,wypożyczenie
11403,SKN St. Pölten,1.liga,Austria,Alexander Schmidt,22,Środkowy napastnik,ŚNP,Austria,wypożyczenie,Nabytki,"1,00 mln €",LASK,1.liga,Austria,wypożyczenie
11404,SKN St. Pölten,1.liga,Austria,Samuel Tetteh,24,Środkowy napastnik,ŚNP,Ghana,wypożyczenie,Nabytki,400 tys. €,Red Bull Salzburg,1.liga,Austria,wypożyczenie
11405,SKN St. Pölten,1.liga,Austria,Taylor Booth,19,Prawy obrońca,POB,Stany Zjednaczone,wypożyczenie,Nabytki,800 tys. €,Bayern Monachium II,4.liga,Niemcy,wypożyczenie
11406,SKN St. Pölten,1.liga,Austria,Brandon Servania,21,Środkowy pomocnik,ŚPM,Stany Zjednaczone,wypożyczenie,Nabytki,400 tys. €,FC Dallas,1.liga,Stany Zjednaczone,wypożyczenie
11407,SKN St. Pölten,1.liga,Austria,Lukas Wackerle,24,Bramkarz,BRK,Austria,koniec wypżyczenia30 cze 2020,Nabytki,-,Union Innsbruck,4.liga,Austria,koniec wypżyczenia30 cze 2020
11408,SKN St. Pölten,1.liga,Austria,Patrick Puchegger,25,Środkowy obrońca,ŚOB,Austria,koniec wypżyczenia31 lip 2020,Nabytki,300 tys. €,SKU Amstetten,2.liga,Austria,koniec wypżyczenia31 lip 2020
11409,SKN St. Pölten,1.liga,Austria,Alan,23,Ofensywny pomocnik,OPM,Brazylia,bez odstępnego,Odejścia,850 tys. €,Kasimpasa,1.liga,Turcja,bez odstępnego
11410,SKN St. Pölten,1.liga,Austria,Lukas Wackerle,24,Bramkarz,BRK,Austria,bez odstępnego,Odejścia,-,SC Schwaz,3.liga,Austria,bez odstępnego
