,Klub,KlubPoziom,KlubNarodowosc,Zawodnik,ZawodnikWiek,ZawodnikPozycja,ZawodnikPozycjaSkrot,ZawodnikNarodowosc,TypOperacji,Pozyskany/Sprzedany,ZawodnikWartoscRynkowa,KlubPowiazany,KlubPowiazanyPoziom,KlubPowiazanyNarodowosc,KwotaOdstepnego
213,Aberdeen FC,1.liga,Szkocja,Greg Leigh,26,Lewy obrońca,LOB,Jamajka,bez odstępnego,Nabytki,300 tys. €,NAC Breda,2.liga,Holandia,bez odstępnego
214,Aberdeen FC,1.liga,Szkocja,Tommie Hoban,26,Środkowy obrońca,ŚOB,Irlandia,bez odstępnego,Nabytki,-,Bez klubuBez klubu,,,bez odstępnego
215,Aberdeen FC,1.liga,Szkocja,Gary Woods,30,Bramkarz,BRK,Anglia,wypożyczenie,Nabytki,300 tys. €,Oldham Athletic,4.liga,Anglia,wypożyczenie
216,Aberdeen FC,1.liga,Szkocja,Ryan Edmondson,19,Środkowy napastnik,ŚNP,Anglia,wypożyczenie,Nabytki,-,Leeds United U23,rezerw,Anglia,wypożyczenie
217,Aberdeen FC,1.liga,Szkocja,Fraser Hornby,21,Środkowy napastnik,ŚNP,Szkocja,wypożyczenie,Nabytki,"1,25 mln €",Stade Reims,1.liga,Francja,wypożyczenie
218,Aberdeen FC,1.liga,Szkocja,Callum Hendry,23,Środkowy napastnik,ŚNP,Szkocja,wypożyczenie,Nabytki,350 tys. €,St. Johnstone FC,1.liga,Szkocja,wypożyczenie
219,Aberdeen FC,1.liga,Szkocja,Florian Kamberi,25,Środkowy napastnik,ŚNP,Albania,wypożyczenie,Nabytki,550 tys. €,FC St. Gallen 1879,1.liga,Szwajcaria,wypożyczenie
220,Aberdeen FC,1.liga,Szkocja,Marley Watkins,29,Prawy napastnik,PNP,Walia,wypożyczenie,Nabytki,400 tys. €,Bristol City,2.liga,Anglia,wypożyczenie
221,Aberdeen FC,1.liga,Szkocja,Ross McCrorie,22,Defensywny pomocnik,DPM,Szkocja,wypożyczenie,Nabytki,"1,00 mln €",Glasgow Rangers,1.liga,Szkocja,wypożyczenie
222,Aberdeen FC,1.liga,Szkocja,Jack MacKenzie,19,Lewy obrońca,LOB,Szkocja,-,Nabytki,175 tys. €,Aberdeen FC Reserves,,,-
223,Aberdeen FC,1.liga,Szkocja,Bruce Anderson,22,Środkowy napastnik,ŚNP,Szkocja,koniec wypżyczenia17 maj 2021,Nabytki,350 tys. €,Hamilton Academical FC,2.liga,Szkocja,koniec wypżyczenia17 maj 2021
224,Aberdeen FC,1.liga,Szkocja,Shay Logan,33,Prawy obrońca,POB,Anglia,koniec wypżyczenia1 maj 2021,Nabytki,-,Heart of Midlothian FC,1.liga,Szkocja,koniec wypżyczenia1 maj 2021
225,Aberdeen FC,1.liga,Szkocja,Funso Ojo,29,Środkowy pomocnik,ŚPM,Belgia,koniec wypżyczenia31 maj 2021,Nabytki,400 tys. €,Wigan Athletic,3.liga,Anglia,koniec wypżyczenia31 maj 2021
226,Aberdeen FC,1.liga,Szkocja,Bruce Anderson,22,Środkowy napastnik,ŚNP,Szkocja,koniec wypżyczenia4 sty 2021,Nabytki,350 tys. €,Ayr United FC,2.liga,Szkocja,koniec wypżyczenia4 sty 2021
227,Aberdeen FC,1.liga,Szkocja,Ethan Ross,19,Lewy pomocnik,LPM,Szkocja,koniec wypżyczenia29 sty 2021,Nabytki,200 tys. €,Raith Rovers FC,2.liga,Szkocja,koniec wypżyczenia29 sty 2021
228,Aberdeen FC,1.liga,Szkocja,Jack MacKenzie,20,Lewy obrońca,LOB,Szkocja,koniec wypżyczenia1 lut 2021,Nabytki,175 tys. €,Forfar Athletic FC,4.liga,Szkocja,koniec wypżyczenia1 lut 2021
229,Aberdeen FC,1.liga,Szkocja,Miko Virtanen,21,Defensywny pomocnik,DPM,Finlandia,koniec wypżyczenia4 sty 2021,Nabytki,225 tys. €,Arbroath FC,2.liga,Szkocja,koniec wypżyczenia4 sty 2021
230,Aberdeen FC,1.liga,Szkocja,Scott McKenna,23,Środkowy obrońca,ŚOB,Szkocja,"3,27 mln €",Odejścia,"3,00 mln €",Nottingham Forest,2.liga,Anglia,"3,27 mln €"
231,Aberdeen FC,1.liga,Szkocja,Sam Cosgrove,24,Środkowy napastnik,ŚNP,Anglia,"2,25 mln €",Odejścia,"1,50 mln €",Birmingham City,2.liga,Anglia,"2,25 mln €"
232,Aberdeen FC,1.liga,Szkocja,Scott Wright,23,Lewy napastnik,LNP,Szkocja,200 tys. €,Odejścia,600 tys. €,Glasgow Rangers,1.liga,Szkocja,200 tys. €
233,Aberdeen FC,1.liga,Szkocja,Craig Bryson,33,Środkowy pomocnik,ŚPM,Szkocja,bez odstępnego,Odejścia,400 tys. €,St. Johnstone FC,1.liga,Szkocja,bez odstępnego
234,Aberdeen FC,1.liga,Szkocja,Danny Rogers,26,Bramkarz,BRK,Irlandia,bez odstępnego,Odejścia,350 tys. €,Kilmarnock FC,2.liga,Szkocja,bez odstępnego
235,Aberdeen FC,1.liga,Szkocja,Curtis Main,28,Środkowy napastnik,ŚNP,Anglia,?,Odejścia,400 tys. €,Shrewsbury Town,3.liga,Anglia,?
236,Aberdeen FC,1.liga,Szkocja,Bruce Anderson,22,Środkowy napastnik,ŚNP,Szkocja,wypożyczenie,Odejścia,350 tys. €,Hamilton Academical FC,2.liga,Szkocja,wypożyczenie
237,Aberdeen FC,1.liga,Szkocja,Bruce Anderson,22,Środkowy napastnik,ŚNP,Szkocja,wypożyczenie,Odejścia,350 tys. €,Ayr United FC,2.liga,Szkocja,wypożyczenie
238,Aberdeen FC,1.liga,Szkocja,Ethan Ross,19,Lewy pomocnik,LPM,Szkocja,wypożyczenie,Odejścia,200 tys. €,Raith Rovers FC,2.liga,Szkocja,wypożyczenie
239,Aberdeen FC,1.liga,Szkocja,Jack MacKenzie,20,Lewy obrońca,LOB,Szkocja,wypożyczenie,Odejścia,175 tys. €,Forfar Athletic FC,4.liga,Szkocja,wypożyczenie
240,Aberdeen FC,1.liga,Szkocja,Miko Virtanen,21,Defensywny pomocnik,DPM,Finlandia,wypożyczenie,Odejścia,225 tys. €,Arbroath FC,2.liga,Szkocja,wypożyczenie
241,Aberdeen FC,1.liga,Szkocja,Shay Logan,33,Prawy obrońca,POB,Anglia,wypożyczenie,Odejścia,-,Heart of Midlothian FC,1.liga,Szkocja,wypożyczenie
242,Aberdeen FC,1.liga,Szkocja,Tomas Cerny,35,Bramkarz,BRK,Czechy,-,Odejścia,-,,,,-
243,Aberdeen FC,1.liga,Szkocja,Ronald Hernández,23,Prawy obrońca,POB,Wenezuela,wypożyczenie,Odejścia,300 tys. €,Atlanta United FC,1.liga,Stany Zjednaczone,wypożyczenie
244,Aberdeen FC,1.liga,Szkocja,Funso Ojo,29,Środkowy pomocnik,ŚPM,Belgia,wypożyczenie,Odejścia,400 tys. €,Wigan Athletic,3.liga,Anglia,wypożyczenie
245,Aberdeen FC,1.liga,Szkocja,Florian Kamberi,26,Środkowy napastnik,ŚNP,Albania,koniec wypżyczenia17 maj 2021,Odejścia,550 tys. €,FC St. Gallen 1879,1.liga,Szwajcaria,koniec wypżyczenia17 maj 2021
246,Aberdeen FC,1.liga,Szkocja,Greg Leigh,25,Lewy obrońca,LOB,Jamajka,koniec wypżyczenia30 cze 2020,Odejścia,300 tys. €,NAC Breda,2.liga,Holandia,koniec wypżyczenia30 cze 2020
247,Aberdeen FC,1.liga,Szkocja,Callum Hendry,23,Środkowy napastnik,ŚNP,Szkocja,koniec wypżyczenia16 maj 2021,Odejścia,350 tys. €,St. Johnstone FC,1.liga,Szkocja,koniec wypżyczenia16 maj 2021
248,Aberdeen FC,1.liga,Szkocja,Fraser Hornby,21,Środkowy napastnik,ŚNP,Szkocja,koniec wypżyczenia17 maj 2021,Odejścia,"1,25 mln €",Stade Reims,1.liga,Francja,koniec wypżyczenia17 maj 2021
249,Aberdeen FC,1.liga,Szkocja,Gary Woods,30,Bramkarz,BRK,Anglia,koniec wypżyczenia17 maj 2021,Odejścia,300 tys. €,Oldham Athletic,4.liga,Anglia,koniec wypżyczenia17 maj 2021
250,Aberdeen FC,1.liga,Szkocja,Marley Watkins,30,Prawy napastnik,PNP,Walia,koniec wypżyczenia1 sty 2021,Odejścia,400 tys. €,Bristol City,2.liga,Anglia,koniec wypżyczenia1 sty 2021
251,Aberdeen FC,1.liga,Szkocja,Ross McCrorie,22,Defensywny pomocnik,DPM,Szkocja,koniec wypżyczenia31 sty 2021,Odejścia,"1,00 mln €",Glasgow Rangers,1.liga,Szkocja,koniec wypżyczenia31 sty 2021
252,Aberdeen FC,1.liga,Szkocja,Ryan Edmondson,19,Środkowy napastnik,ŚNP,Anglia,koniec wypżyczenia31 gru 2020,Odejścia,-,Leeds United U23,rezerw,Anglia,koniec wypżyczenia31 gru 2020
253,Motherwell FC,1.liga,Szkocja,Robbie Crawford,26,Środkowy pomocnik,ŚPM,Szkocja,bez odstępnego,Nabytki,325 tys. €,Livingston FC,1.liga,Szkocja,bez odstępnego
254,Motherwell FC,1.liga,Szkocja,Sam Foley,34,Środkowy pomocnik,ŚPM,Irlandia,bez odstępnego,Nabytki,250 tys. €,St. Mirren FC,1.liga,Szkocja,bez odstępnego
255,Motherwell FC,1.liga,Szkocja,Steven Lawless,29,Lewy napastnik,LNP,Szkocja,bez odstępnego,Nabytki,350 tys. €,Burton Albion,3.liga,Anglia,bez odstępnego
256,Motherwell FC,1.liga,Szkocja,Aaron Chapman,30,Bramkarz,BRK,Anglia,bez odstępnego,Nabytki,200 tys. €,Peterborough United,2.liga,Anglia,bez odstępnego
257,Motherwell FC,1.liga,Szkocja,Devante Cole,25,Środkowy napastnik,ŚNP,Anglia,bez odstępnego,Nabytki,800 tys. €,Doncaster Rovers,3.liga,Anglia,bez odstępnego
258,Motherwell FC,1.liga,Szkocja,Jordan Archer,27,Bramkarz,BRK,Szkocja,bez odstępnego,Nabytki,300 tys. €,FC Fulham,2.liga,Anglia,bez odstępnego
259,Motherwell FC,1.liga,Szkocja,Stephen O'Donnell,28,Prawy obrońca,POB,Szkocja,bez odstępnego,Nabytki,900 tys. €,Kilmarnock FC,2.liga,Szkocja,bez odstępnego
260,Motherwell FC,1.liga,Szkocja,Jordan White,28,Środkowy napastnik,ŚNP,Szkocja,bez odstępnego,Nabytki,350 tys. €,Inverness Caledonian Thistle FC,2.liga,Szkocja,bez odstępnego
261,Motherwell FC,1.liga,Szkocja,Scott Fox,33,Bramkarz,BRK,Szkocja,bez odstępnego,Nabytki,200 tys. €,Partick Thistle FC,2.liga,Szkocja,bez odstępnego
262,Motherwell FC,1.liga,Szkocja,Ricki Lamie,27,Środkowy obrońca,ŚOB,Szkocja,bez odstępnego,Nabytki,375 tys. €,Livingston FC,1.liga,Szkocja,bez odstępnego
263,Motherwell FC,1.liga,Szkocja,Nathan McGinley,23,Środkowy obrońca,ŚOB,Anglia,bez odstępnego,Nabytki,325 tys. €,Forest Green Rovers,4.liga,Anglia,bez odstępnego
264,Motherwell FC,1.liga,Szkocja,Mark O'Hara,24,Defensywny pomocnik,DPM,Szkocja,?,Nabytki,600 tys. €,Peterborough United,2.liga,Anglia,?
265,Motherwell FC,1.liga,Szkocja,Eddie Nolan,32,Środkowy obrońca,ŚOB,Irlandia,wypożyczenie,Nabytki,50 tys. €,Crewe Alexandra,3.liga,Anglia,wypożyczenie
266,Motherwell FC,1.liga,Szkocja,Harry Smith,25,Środkowy napastnik,ŚNP,Anglia,wypożyczenie,Nabytki,50 tys. €,Northampton Town,4.liga,Anglia,wypożyczenie
267,Motherwell FC,1.liga,Szkocja,Liam Kelly,24,Bramkarz,BRK,Szkocja,wypożyczenie,Nabytki,450 tys. €,Queens Park Rangers,2.liga,Anglia,wypożyczenie
268,Motherwell FC,1.liga,Szkocja,Robbie Crawford,26,Środkowy pomocnik,ŚPM,Szkocja,wypożyczenie,Nabytki,325 tys. €,Livingston FC,1.liga,Szkocja,wypożyczenie
269,Motherwell FC,1.liga,Szkocja,Jake Hastie,22,Lewy napastnik,LNP,Szkocja,wypożyczenie,Nabytki,350 tys. €,Glasgow Rangers,1.liga,Szkocja,wypożyczenie
270,Motherwell FC,1.liga,Szkocja,Callum Lang,21,Prawy napastnik,PNP,Anglia,wypożyczenie,Nabytki,100 tys. €,Wigan Athletic,3.liga,Anglia,wypożyczenie
